image_id,class_name,method,tp,fp,fn,ignored,n_gt,kept_predictions,recall,precision,f1,logical_calls,inference_seconds,postprocess_seconds
00256,ship,prompt,0,10,5,1,5,11,0.0,0.0,0.0,10,1.3280090857297182,0.0017639696598052979
00256,ship,full,2,12,3,1,5,15,0.4,0.14285714285714285,0.21052631578947367,10,1.2351464070379734,0.0023494623601436615
00256,ship,scale_prior,0,11,5,1,5,12,0.0,0.0,0.0,10,1.2281316239386797,0.0018018968403339386
00256,ship,matched,0,11,5,1,5,12,0.0,0.0,0.0,10,1.2281316239386797,0.0017862524837255478
00256,ship,dense_1024,3,9,2,1,5,13,0.6,0.25,0.35294117647058826,24,3.0886773597449064,0.0020950213074684143
00256,ship,dense_both,5,50,0,1,5,56,1.0,0.09090909090909091,0.16666666666666666,115,14.87607828900218,0.01003795675933361
00256,small-vehicle,prompt,468,203,1416,0,1884,671,0.2484076433121019,0.6974664679582713,0.36634050880626223,10,1.11682653054595,0.13700539059937
00256,small-vehicle,full,65,136,1819,0,1884,201,0.034501061571125265,0.32338308457711445,0.06235011990407674,10,1.3322158697992563,0.038093313574790955
00256,small-vehicle,scale_prior,18,116,1866,0,1884,134,0.009554140127388535,0.13432835820895522,0.017839444995044598,10,1.4210936408489943,0.028889304026961327
00256,small-vehicle,matched,65,132,1819,0,1884,197,0.034501061571125265,0.3299492385786802,0.0624699663623258,10,1.321060672402382,0.0398666113615036
00256,small-vehicle,dense_1024,12,197,1872,0,1884,209,0.006369426751592357,0.05741626794258373,0.011466794075489728,24,3.0886773597449064,0.046309979632496834
00256,small-vehicle,dense_both,1222,998,662,0,1884,2220,0.648619957537155,0.5504504504504505,0.5955165692007798,115,14.87607828900218,0.5114057306200266
00256,storage-tank,prompt,7,0,46,0,53,7,0.1320754716981132,1.0,0.23333333333333334,10,1.3279760424047709,0.001341845840215683
00256,storage-tank,full,30,3,23,0,53,33,0.5660377358490566,0.9090909090909091,0.6976744186046512,10,1.3442100584506989,0.005785146728157997
00256,storage-tank,scale_prior,31,4,22,0,53,35,0.5849056603773585,0.8857142857142857,0.7045454545454546,10,1.2374579478055239,0.00773981399834156
00256,storage-tank,matched,31,4,22,0,53,35,0.5849056603773585,0.8857142857142857,0.7045454545454546,10,1.2374579478055239,0.0077200233936309814
00256,storage-tank,dense_1024,31,5,22,0,53,36,0.5849056603773585,0.8611111111111112,0.6966292134831461,24,3.0886773597449064,0.00788819044828415
00256,storage-tank,dense_both,47,25,6,0,53,72,0.8867924528301887,0.6527777777777778,0.752,115,14.87607828900218,0.01778651960194111
